Column1,model_name,instance_num,rank,likelihood,outcome,viability,sparcity,similarity,dllh,ollh,mask,cf_ev_str,fa_ev_str
412,RandomGeneratorWrapper_top50,0,13,0.002802429,0,0.74655369,0.245098039,0.503880066,0,-0.002424416,1111,35 > 01 > 12 > 03 > 00 > 21 > 03 > 23 > 23 > 31 > 19 > 26 > 23 > 19 > 19 > 12 > 30 > 21 > 10 > 34 > 03 > 22 > 27 > 32 > 06 > 07 > 08 > 07 > 11 > 31 > 35 > 27 > 26 > 28 > 07 > 01 > 27 > 28 > 21 > 04 > 09 > 19 > 27 > 13 > 26 > 34 > 05 > 29 > 30 > 12 > 22 > 29,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
413,RandomGeneratorWrapper_top50,0,12,0.002144373,0,0.746631756,0.245098039,0.503300077,0,-0.001766361,1111,21 > 30 > 32 > 27 > 03 > 04 > 25 > 23 > 25 > 21 > 05 > 20 > 26 > 10 > 00 > 22 > 25 > 37 > 07 > 18 > 30 > 32 > 17 > 29 > 11 > 34 > 02 > 35 > 20 > 19 > 27 > 19 > 09 > 12 > 08 > 23 > 15 > 17 > 19 > 11 > 12 > 26 > 27 > 20 > 09 > 04 > 36 > 19 > 37 > 09 > 16 > 20,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
414,RandomGeneratorWrapper_top50,0,11,0.007961901,0,0.747144004,0.264705882,0.49002201,0,-0.007583888,1111,05 > 05 > 25 > 12 > 03 > 30 > 16 > 05 > 32 > 03 > 14 > 31 > 23 > 00 > 16 > 13 > 20 > 35 > 16 > 26 > 22 > 36 > 31 > 36 > 17 > 10 > 22 > 02 > 15 > 27 > 29 > 24 > 17 > 28 > 35 > 11 > 17 > 16 > 06 > 23 > 16 > 08 > 09 > 28 > 07 > 22 > 31 > 35 > 16 > 02 > 20,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
415,RandomGeneratorWrapper_top50,0,10,0.001057812,0,0.748238579,0.245098039,0.503820339,0,-0.000679799,1111,32 > 01 > 27 > 36 > 31 > 15 > 33 > 30 > 02 > 15 > 10 > 22 > 17 > 13 > 18 > 03 > 22 > 29 > 01 > 31 > 15 > 19 > 28 > 04 > 26 > 16 > 23 > 10 > 07 > 11 > 13 > 15 > 21 > 23 > 04 > 09 > 33 > 08 > 06 > 20 > 22 > 18 > 08 > 14 > 13 > 24 > 16 > 31 > 18 > 07 > 28 > 20,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
416,RandomGeneratorWrapper_top50,0,9,0.001360868,0,0.750578486,0.254901961,0.49665938,0,-0.000982855,1111,12 > 06 > 27 > 35 > 13 > 28 > 02 > 00 > 05 > 12 > 01 > 05 > 34 > 29 > 18 > 17 > 35 > 05 > 27 > 06 > 20 > 16 > 07 > 23 > 12 > 13 > 36 > 25 > 13 > 36 > 29 > 03 > 06 > 25 > 02 > 08 > 12 > 36 > 27 > 07 > 06 > 08 > 29 > 21 > 24 > 07 > 26 > 37 > 16 > 23 > 30 > 19,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
417,RandomGeneratorWrapper_top50,0,8,0.001200239,0,0.751390337,0.254901961,0.497310602,0,-0.000822226,1111,14 > 01 > 18 > 36 > 31 > 34 > 09 > 08 > 06 > 07 > 02 > 33 > 17 > 00 > 32 > 37 > 27 > 09 > 28 > 21 > 35 > 36 > 01 > 12 > 00 > 13 > 19 > 08 > 22 > 30 > 36 > 27 > 24 > 02 > 32 > 10 > 28 > 24 > 06 > 16 > 04 > 31 > 24 > 29 > 27 > 08 > 26 > 03 > 21 > 17 > 11 > 29,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
418,RandomGeneratorWrapper_top50,0,7,0.000751041,0,0.753702788,0.254901961,0.499173856,0,-0.000373029,1111,26 > 36 > 31 > 19 > 13 > 04 > 12 > 26 > 12 > 00 > 08 > 24 > 30 > 05 > 21 > 23 > 14 > 07 > 04 > 34 > 35 > 36 > 09 > 19 > 26 > 10 > 21 > 09 > 13 > 29 > 20 > 01 > 19 > 01 > 19 > 28 > 27 > 32 > 24 > 16 > 21 > 25 > 32 > 32 > 12 > 09 > 00 > 10 > 01 > 16 > 22 > 09,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
419,RandomGeneratorWrapper_top50,0,6,0.002434351,0,0.753729185,0.245098039,0.510687483,0,-0.002056338,1111,34 > 02 > 20 > 30 > 16 > 02 > 01 > 34 > 34 > 34 > 24 > 24 > 12 > 11 > 18 > 19 > 34 > 05 > 03 > 32 > 08 > 20 > 25 > 07 > 35 > 30 > 01 > 18 > 06 > 33 > 25 > 02 > 32 > 16 > 09 > 05 > 23 > 29 > 35 > 23 > 24 > 00 > 11 > 01 > 10 > 11 > 22 > 30 > 28 > 18 > 05 > 28,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
420,RandomGeneratorWrapper_top50,0,5,0.001006114,0,0.755965469,0.245098039,0.511495531,0,-0.000628102,1111,25 > 09 > 05 > 04 > 20 > 06 > 15 > 20 > 32 > 31 > 12 > 02 > 13 > 21 > 25 > 20 > 03 > 23 > 12 > 09 > 03 > 33 > 02 > 33 > 11 > 11 > 21 > 00 > 13 > 16 > 07 > 02 > 10 > 33 > 37 > 27 > 28 > 06 > 04 > 16 > 13 > 09 > 00 > 02 > 09 > 05 > 04 > 29 > 23 > 12 > 08 > 21,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
421,RandomGeneratorWrapper_top50,0,4,0.001270366,0,0.757114386,0.245098039,0.5129087,0,-0.000892353,1111,23 > 01 > 31 > 06 > 05 > 03 > 03 > 16 > 37 > 20 > 28 > 12 > 17 > 37 > 27 > 30 > 22 > 29 > 09 > 37 > 13 > 16 > 14 > 09 > 23 > 32 > 06 > 16 > 06 > 31 > 12 > 15 > 14 > 17 > 37 > 11 > 32 > 04 > 26 > 14 > 31 > 23 > 10 > 00 > 02 > 35 > 37 > 29 > 20 > 00 > 22 > 19,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
422,RandomGeneratorWrapper_top50,0,3,0.001132565,0,0.770446164,0.264705882,0.506494834,0,-0.000754553,1111,29 > 23 > 16 > 25 > 14 > 03 > 06 > 29 > 37 > 01 > 33 > 04 > 22 > 05 > 18 > 05 > 34 > 12 > 27 > 31 > 08 > 16 > 11 > 34 > 30 > 33 > 15 > 09 > 30 > 02 > 20 > 17 > 23 > 32 > 11 > 01 > 07 > 13 > 16 > 22 > 21 > 33 > 35 > 37 > 22 > 26 > 22 > 37 > 04 > 16 > 34 > 36,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
423,RandomGeneratorWrapper_top50,0,2,0.002076355,0,0.771130607,0.264705882,0.508123067,0,-0.001698343,1111,02 > 21 > 02 > 25 > 08 > 07 > 31 > 16 > 05 > 16 > 03 > 05 > 23 > 21 > 37 > 28 > 26 > 17 > 15 > 21 > 15 > 01 > 08 > 00 > 09 > 10 > 14 > 13 > 22 > 27 > 26 > 28 > 20 > 11 > 01 > 13 > 16 > 31 > 16 > 06 > 03 > 13 > 20 > 37 > 22 > 17 > 20 > 12 > 00 > 26 > 33 > 36,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
424,RandomGeneratorWrapper_top50,0,1,0.000622812,0,0.783383647,0.264705882,0.518922564,0,-0.000244799,1111,27 > 28 > 34 > 05 > 28 > 34 > 30 > 03 > 05 > 03 > 09 > 26 > 12 > 30 > 20 > 03 > 08 > 06 > 29 > 33 > 15 > 32 > 05 > 14 > 31 > 04 > 26 > 31 > 36 > 32 > 29 > 18 > 36 > 22 > 23 > 28 > 10 > 23 > 08 > 16 > 13 > 01 > 14 > 28 > 24 > 09 > 34 > 18 > 19 > 28 > 26 > 11,37 > 01 > 02 > 03 > 04 > 05 > 12 > 05 > 12 > 05 > 06 > 08 > 07 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 14 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 26 > 22 > 27 > 28 > 27 > 16 > 28 > 17 > 24 > 25 > 22
425,RandomGeneratorWrapper_top50,1,50,0.007128712,0,0.909219633,0.362745098,0.553238466,0,-0.006763931,1111,01 > 16 > 32 > 37 > 35 > 28 > 03 > 03 > 31 > 04 > 18 > 03 > 31 > 20 > 31 > 27 > 20 > 16 > 33 > 14 > 25 > 01 > 28 > 19 > 15 > 31 > 16 > 18 > 14 > 21 > 21 > 08 > 20 > 03 > 16 > 26 > 17 > 26 > 34 > 17 > 31 > 24 > 14 > 13 > 30 > 27 > 17 > 19 > 10 > 13 > 12 > 28,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
426,RandomGeneratorWrapper_top50,1,49,0.000935889,0,0.909302241,0.352941176,0.556932174,0,-0.000571109,1111,32 > 15 > 03 > 07 > 21 > 01 > 19 > 09 > 12 > 36 > 00 > 08 > 24 > 01 > 22 > 29 > 35 > 34 > 11 > 21 > 10 > 05 > 15 > 15 > 36 > 11 > 18 > 33 > 23 > 08 > 27 > 04 > 22 > 13 > 18 > 12 > 24 > 36 > 30 > 07 > 15 > 35 > 35 > 19 > 06 > 10 > 18 > 29 > 29 > 17 > 11 > 36,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
427,RandomGeneratorWrapper_top50,1,48,0.001974966,0,0.909753287,0.362745098,0.548618374,0,-0.001610185,1111,29 > 00 > 00 > 28 > 30 > 05 > 31 > 16 > 27 > 06 > 06 > 26 > 17 > 12 > 17 > 18 > 09 > 19 > 12 > 18 > 20 > 06 > 06 > 10 > 37 > 08 > 03 > 14 > 23 > 27 > 28 > 34 > 13 > 35 > 12 > 03 > 24 > 32 > 09 > 24 > 14 > 36 > 29 > 26 > 34 > 26 > 01 > 07 > 32 > 10 > 36 > 09,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
428,RandomGeneratorWrapper_top50,1,47,0.001453225,0,0.909791441,0.352941176,0.557938709,0,-0.001088445,1111,20 > 09 > 17 > 16 > 32 > 01 > 06 > 28 > 00 > 18 > 07 > 02 > 20 > 07 > 32 > 22 > 03 > 33 > 23 > 23 > 37 > 06 > 02 > 07 > 16 > 12 > 34 > 00 > 06 > 24 > 23 > 32 > 26 > 21 > 10 > 37 > 00 > 36 > 27 > 07 > 14 > 11 > 05 > 10 > 33 > 28 > 00 > 25 > 27 > 17 > 08 > 20,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
429,RandomGeneratorWrapper_top50,1,46,0.001069831,0,0.910156154,0.352941176,0.557920028,0,-0.000705051,1111,34 > 13 > 29 > 14 > 21 > 19 > 04 > 36 > 18 > 08 > 23 > 15 > 06 > 07 > 08 > 29 > 10 > 06 > 28 > 19 > 08 > 23 > 04 > 17 > 08 > 24 > 02 > 03 > 25 > 11 > 28 > 32 > 23 > 23 > 30 > 33 > 15 > 04 > 33 > 12 > 20 > 02 > 06 > 17 > 21 > 03 > 37 > 20 > 07 > 29 > 26 > 21,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
430,RandomGeneratorWrapper_top50,1,45,0.001776151,0,0.91103755,0.352941176,0.559507744,0,-0.00141137,1111,24 > 35 > 09 > 07 > 14 > 14 > 36 > 35 > 13 > 14 > 22 > 09 > 33 > 13 > 10 > 36 > 32 > 33 > 24 > 37 > 26 > 29 > 08 > 22 > 02 > 13 > 16 > 26 > 14 > 32 > 34 > 12 > 13 > 18 > 13 > 30 > 01 > 33 > 22 > 05 > 17 > 37 > 01 > 34 > 35 > 37 > 27 > 18 > 21 > 36 > 34 > 19,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
431,RandomGeneratorWrapper_top50,1,44,0.001963319,0,0.911699582,0.352941176,0.560356944,0,-0.001598539,1111,01 > 05 > 29 > 20 > 30 > 37 > 28 > 34 > 05 > 07 > 31 > 07 > 19 > 30 > 03 > 29 > 11 > 29 > 30 > 17 > 13 > 15 > 37 > 09 > 25 > 05 > 01 > 10 > 12 > 11 > 14 > 14 > 03 > 19 > 27 > 11 > 34 > 30 > 28 > 30 > 01 > 34 > 12 > 06 > 08 > 04 > 21 > 11 > 10 > 35 > 30 > 21,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
432,RandomGeneratorWrapper_top50,1,43,0.003612941,0,0.912583998,0.352941176,0.562890982,0,-0.00324816,1111,29 > 02 > 24 > 15 > 00 > 04 > 29 > 20 > 03 > 26 > 27 > 02 > 05 > 16 > 20 > 11 > 22 > 36 > 16 > 06 > 37 > 16 > 06 > 36 > 36 > 15 > 15 > 33 > 31 > 32 > 28 > 18 > 08 > 34 > 08 > 04 > 09 > 16 > 22 > 33 > 28 > 01 > 07 > 04 > 09 > 36 > 02 > 20 > 19 > 04 > 19 > 36,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
433,RandomGeneratorWrapper_top50,1,42,0.002740484,0,0.913103368,0.362745098,0.552733974,0,-0.002375704,1111,33 > 31 > 24 > 31 > 26 > 02 > 37 > 36 > 14 > 31 > 35 > 16 > 06 > 25 > 11 > 04 > 16 > 22 > 17 > 21 > 23 > 04 > 20 > 19 > 17 > 10 > 04 > 05 > 21 > 28 > 04 > 37 > 20 > 24 > 31 > 03 > 24 > 05 > 25 > 16 > 21 > 35 > 13 > 08 > 30 > 29 > 16 > 35 > 22 > 02 > 01 > 05,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
434,RandomGeneratorWrapper_top50,1,41,0.007106191,0,0.913274275,0.362745098,0.557270588,0,-0.006741411,1111,16 > 23 > 26 > 36 > 04 > 05 > 10 > 34 > 23 > 09 > 24 > 17 > 26 > 07 > 33 > 16 > 20 > 30 > 14 > 00 > 01 > 12 > 32 > 06 > 07 > 09 > 17 > 24 > 04 > 05 > 31 > 11 > 21 > 12 > 04 > 31 > 30 > 11 > 11 > 22 > 12 > 33 > 14 > 18 > 33 > 32 > 03 > 27 > 33 > 35 > 13 > 11,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
435,RandomGeneratorWrapper_top50,1,40,0.004491795,0,0.915467612,0.352941176,0.56665345,0,-0.004127014,1111,14 > 26 > 35 > 27 > 26 > 02 > 16 > 07 > 26 > 07 > 23 > 22 > 34 > 00 > 03 > 11 > 21 > 12 > 23 > 00 > 23 > 23 > 07 > 01 > 23 > 06 > 12 > 16 > 05 > 03 > 34 > 28 > 27 > 04 > 30 > 21 > 37 > 36 > 28 > 09 > 10 > 24 > 05 > 13 > 20 > 22 > 25 > 25 > 31 > 05 > 28 > 08,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
436,RandomGeneratorWrapper_top50,1,39,0.001090486,0,0.915605307,0.37254902,0.543781993,0,-0.000725706,1111,26 > 12 > 01 > 02 > 33 > 13 > 21 > 18 > 13 > 29 > 31 > 32 > 15 > 03 > 05 > 08 > 22 > 20 > 10 > 33 > 27 > 14 > 29 > 17 > 26 > 21 > 35 > 00 > 19 > 26 > 17 > 36 > 37 > 22 > 29 > 33 > 31 > 28 > 36 > 31 > 26 > 06 > 15 > 24 > 28 > 03 > 22 > 16 > 14 > 29 > 29 > 18,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
437,RandomGeneratorWrapper_top50,1,38,0.000724302,0,0.916190675,0.352941176,0.563609021,0,-0.000359522,1111,10 > 12 > 02 > 30 > 17 > 27 > 06 > 19 > 00 > 10 > 05 > 01 > 26 > 34 > 07 > 17 > 36 > 03 > 14 > 06 > 32 > 24 > 31 > 13 > 18 > 26 > 22 > 01 > 12 > 26 > 11 > 29 > 32 > 07 > 22 > 23 > 24 > 10 > 13 > 14 > 13 > 00 > 12 > 23 > 05 > 21 > 21 > 20 > 07 > 26 > 00 > 21,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
438,RandomGeneratorWrapper_top50,1,37,0.002030984,0,0.917235645,0.352941176,0.565960673,0,-0.001666204,1111,34 > 10 > 16 > 07 > 31 > 19 > 05 > 01 > 05 > 15 > 26 > 06 > 11 > 04 > 26 > 11 > 20 > 15 > 37 > 02 > 02 > 04 > 30 > 34 > 26 > 12 > 17 > 23 > 17 > 31 > 22 > 17 > 17 > 37 > 06 > 18 > 36 > 15 > 31 > 16 > 34 > 26 > 01 > 32 > 16 > 34 > 21 > 16 > 02 > 20 > 01 > 20,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
439,RandomGeneratorWrapper_top50,1,36,0.001243541,0,0.918245769,0.352941176,0.566183353,0,-0.00087876,1111,15 > 01 > 28 > 03 > 36 > 02 > 08 > 17 > 25 > 32 > 28 > 06 > 19 > 17 > 30 > 21 > 13 > 35 > 37 > 04 > 34 > 16 > 15 > 13 > 33 > 24 > 26 > 27 > 20 > 30 > 02 > 16 > 36 > 31 > 05 > 20 > 17 > 19 > 37 > 32 > 00 > 31 > 30 > 00 > 28 > 11 > 03 > 03 > 18 > 26 > 18 > 19,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
440,RandomGeneratorWrapper_top50,1,35,0.020787617,0,0.918336651,0.37254902,0.566210469,0,-0.020422837,1111,09 > 25 > 01 > 23 > 04 > 30 > 18 > 05 > 32 > 09 > 01 > 02 > 23 > 17 > 07 > 20 > 04 > 22 > 01 > 00 > 01 > 15 > 03 > 09 > 27 > 33 > 15 > 35 > 26 > 24 > 24 > 05 > 08 > 15 > 09 > 32 > 14 > 33 > 01 > 02 > 18 > 34 > 13 > 09 > 25 > 16 > 22 > 00 > 36 > 35 > 04 > 01,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
441,RandomGeneratorWrapper_top50,1,34,0.00292992,0,0.919422077,0.362745098,0.559242119,0,-0.00256514,1111,24 > 00 > 23 > 23 > 03 > 00 > 06 > 17 > 29 > 23 > 13 > 04 > 33 > 26 > 12 > 12 > 22 > 13 > 34 > 29 > 27 > 09 > 08 > 15 > 14 > 31 > 00 > 05 > 37 > 08 > 22 > 16 > 34 > 26 > 22 > 17 > 04 > 32 > 06 > 19 > 09 > 08 > 14 > 16 > 13 > 03 > 34 > 36 > 33 > 24 > 22 > 11,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
442,RandomGeneratorWrapper_top50,1,33,0.003142837,0,0.920529731,0.362745098,0.56056269,0,-0.002778057,1111,03 > 31 > 18 > 21 > 03 > 02 > 24 > 19 > 20 > 24 > 35 > 19 > 35 > 20 > 27 > 17 > 06 > 11 > 27 > 33 > 00 > 01 > 35 > 12 > 31 > 08 > 06 > 01 > 25 > 15 > 11 > 25 > 14 > 28 > 10 > 11 > 11 > 14 > 37 > 20 > 13 > 26 > 01 > 36 > 00 > 33 > 24 > 12 > 23 > 18 > 10 > 28,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
443,RandomGeneratorWrapper_top50,1,32,0.022434458,0,0.920949655,0.37254902,0.570470313,0,-0.022069678,1111,07 > 33 > 03 > 10 > 28 > 21 > 36 > 19 > 07 > 04 > 35 > 06 > 08 > 26 > 24 > 33 > 10 > 32 > 21 > 14 > 20 > 11 > 29 > 25 > 15 > 22 > 28 > 09 > 24 > 17 > 03 > 07 > 29 > 35 > 37 > 05 > 03 > 37 > 01 > 01 > 01 > 02 > 34 > 31 > 23 > 16 > 20 > 19 > 22 > 04 > 22 > 09,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
444,RandomGeneratorWrapper_top50,1,31,0.003214807,0,0.921259481,0.362745098,0.56136441,0,-0.002850027,1111,27 > 01 > 05 > 27 > 31 > 34 > 01 > 15 > 10 > 22 > 13 > 19 > 37 > 27 > 10 > 34 > 27 > 16 > 08 > 10 > 19 > 08 > 10 > 04 > 36 > 03 > 23 > 36 > 08 > 29 > 28 > 27 > 09 > 02 > 18 > 12 > 29 > 14 > 09 > 21 > 16 > 30 > 02 > 21 > 15 > 14 > 20 > 24 > 35 > 07 > 11 > 09,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
445,RandomGeneratorWrapper_top50,1,30,0.012569132,0,0.921443496,0.37254902,0.561098829,0,-0.012204352,1111,02 > 27 > 27 > 31 > 12 > 10 > 17 > 34 > 33 > 08 > 12 > 21 > 21 > 04 > 34 > 10 > 07 > 03 > 32 > 27 > 21 > 10 > 26 > 11 > 35 > 16 > 01 > 14 > 29 > 13 > 16 > 17 > 09 > 08 > 30 > 17 > 05 > 14 > 17 > 13 > 32 > 05 > 17 > 01 > 14 > 15 > 04 > 08 > 16 > 18 > 05 > 02,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
446,RandomGeneratorWrapper_top50,1,29,0.00143482,0,0.921528978,0.352941176,0.569657841,0,-0.00107004,1111,30 > 05 > 03 > 28 > 26 > 02 > 20 > 30 > 19 > 32 > 20 > 36 > 25 > 30 > 25 > 30 > 14 > 13 > 22 > 21 > 16 > 04 > 11 > 35 > 12 > 28 > 24 > 31 > 05 > 31 > 19 > 34 > 22 > 36 > 03 > 17 > 13 > 22 > 15 > 30 > 10 > 19 > 14 > 31 > 01 > 16 > 11 > 05 > 22 > 14 > 16 > 20,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
447,RandomGeneratorWrapper_top50,1,28,0.000906722,0,0.922158873,0.362745098,0.559955716,0,-0.000541942,1111,10 > 37 > 28 > 33 > 31 > 17 > 10 > 02 > 03 > 03 > 16 > 34 > 31 > 37 > 12 > 26 > 17 > 29 > 18 > 12 > 09 > 01 > 25 > 24 > 33 > 18 > 15 > 22 > 30 > 09 > 15 > 10 > 13 > 08 > 18 > 33 > 05 > 25 > 27 > 13 > 07 > 07 > 14 > 02 > 25 > 17 > 00 > 22 > 34 > 14 > 02 > 28,37 > 01 > 02 > 03 > 04 > 05 > 06 > 07 > 08 > 09 > 10 > 11 > 12 > 13 > 14 > 13 > 15 > 16 > 14 > 17 > 22 > 17 > 24 > 25 > 22
