,trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_decoded,pred_decoded
10,10,2,4,2,25,0.04,0.04,0.16,0.064,0.07999999999999996,0.07999999999999996,0.5,0.08,0.5133333333333333,0.07999999999999996,0.040000000000000036,1.0,0.7971679188943039,019 | 019-001 | 019-001-011 | 019-001-011-002,003 -> 004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004,Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
11,11,1,5,1,25,0.04,0.04,0.2,0.06666666666666668,0.040000000000000036,0.040000000000000036,1.0,0.04,0.0,0.040000000000000036,0.040000000000000036,1.0,0.40360811071696534,019 | 019-001 | 019-001-005 | 019-001-005-002 | 019-001-005-002-003,004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
12,12,4,2,4,25,0.04,0.04,0.08,0.05333333333333333,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.7869779494987846,019 | 019-001,011 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled
13,13,2,5,2,25,0.04,0.04,0.2,0.06666666666666668,0.07999999999999996,0.07999999999999996,0.5,0.08,0.5133333333333333,0.07999999999999996,0.040000000000000036,1.0,0.7780039476089851,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002,003 -> 004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004,Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
14,14,3,4,3,25,0.04,0.04,0.16,0.064,0.040000000000000036,0.040000000000000036,0.33333333333333337,0.08,0.0,0.040000000000000036,0.040000000000000036,0.33333333333333326,0.8395445256266467,019 | 019-001 | 019-001-011 | 019-001-011-012,002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004,DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
15,15,1,5,1,25,0.04,0.04,0.2,0.06666666666666668,0.040000000000000036,0.040000000000000036,1.0,0.04,0.0,0.040000000000000036,0.040000000000000036,1.0,0.40360811071696534,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
16,16,2,4,2,25,0.04,0.04,0.16,0.064,0.07999999999999996,0.07999999999999996,0.5,0.08,0.5133333333333333,0.07999999999999996,0.040000000000000036,1.0,0.7971679188943039,019 | 019-001 | 019-001-011 | 019-001-011-002,003 -> 004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004,Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
17,17,1,5,1,25,0.04,0.04,0.2,0.06666666666666668,0.040000000000000036,0.040000000000000036,1.0,0.04,0.0,0.040000000000000036,0.040000000000000036,1.0,0.40360811071696534,019 | 019-001 | 019-001-011 | 019-001-011-002 | 019-001-011-002-003,004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004,Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
18,18,2,4,2,25,0.04,0.04,0.16,0.064,0.07999999999999996,0.07999999999999996,0.5,0.08,0.5133333333333333,0.07999999999999996,0.040000000000000036,1.0,0.7971679188943039,019 | 019-001 | 019-001-011 | 019-001-011-002,003 -> 004,006 -> 017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004,Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
19,19,4,2,4,25,0.04,0.04,0.08,0.05333333333333333,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.7869779494987846,019 | 019-001,011 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled
20,20,3,2,3,25,0.04,0.04,0.08,0.05333333333333333,0.040000000000000036,0.040000000000000036,0.33333333333333337,0.08,0.0,0.040000000000000036,0.040000000000000036,0.33333333333333326,0.818569944666286,019 | 019-001,002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004,DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled
21,21,25,7,25,24,0.04,0.04,0.0016,0.003076923076923077,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.29082880037404824,019 | 019-001 | 019-001-011 | 019-001-011-012 | 019-001-011-012-002 | 019-001-011-012-002-003 | 019-001-011-012-002-003-004,000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000 -> 000,017 -> 003 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004 -> 004,<P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P> -> <P>,DECL_FOR_APPROVAL_ADMINISTRATION -> Request_Payment -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled -> Payment_Handled
22,22,3,2,3,25,0.04,0.04,0.08,0.05333333333333333,0.040000000000000036,0.040000000000000036,0.33333333333333337,0.08,0.0,0.040000000000000036,0.040000000000000036,0.33333333333333326,0.818569944666286,019 | 019-001,002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004,DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled
23,23,5,1,5,25,0.04,0.04,0.04,0.04,0.040000000000000036,0.040000000000000036,0.19999999999999996,0.12,0.0,0.040000000000000036,0.040000000000000036,0.19999999999999996,0.7439987604760503,019,001 -> 011 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004,DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled
24,24,3,3,3,25,0.04,0.04,0.12,0.06,0.040000000000000036,0.040000000000000036,0.33333333333333337,0.08,0.0,0.040000000000000036,0.040000000000000036,0.33333333333333326,0.8303917654145495,019 | 019-001 | 019-001-011,002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004,DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled
25,25,4,2,4,25,0.04,0.04,0.08,0.05333333333333333,0.040000000000000036,0.040000000000000036,0.25,0.1,0.0,0.040000000000000036,0.040000000000000036,0.25,0.7869779494987846,019 | 019-001,011 -> 002 -> 003 -> 004,006 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004,DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_REJECTED_MISSING -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled
26,26,6,3,6,25,0.04,0.04,0.12,0.06,0.040000000000000036,0.040000000000000036,0.16666666666666663,0.14,0.0,0.040000000000000036,0.040000000000000036,0.16666666666666663,0.7413761664503221,019 | 019-001 | 019-001-014,008 -> 001 -> 011 -> 002 -> 003 -> 004,017 -> 017 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 007 -> 004 -> 004 -> 004,DECL_REJECTED_EMPLOYEE -> DECL_SUBMITTED_EMPLOYEE -> DECL_APPROVED_ADMINISTRATION -> DECL_FINAL_APPROVED_SUPERVISOR -> Request_Payment -> Payment_Handled,DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_FOR_APPROVAL_ADMINISTRATION -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> DECL_REJECTED_PRE_APPROVER -> Payment_Handled -> Payment_Handled -> Payment_Handled
